entity_id,company_name,ssn_tax_id,address_line1,country_code,duns
B001,Banco Wells Fargo Enterprises,111133,420 Banco Street,ES,458767
B002,XYZ Group Bank Solutions,4545464,50 Financial Road,FR,6767679
B003,Banco Wells Fargo LLC,111133,420 Banco Street,ES,458768
B004,XYZ Group Bank Corporation,4545464,50 Financial Road,FR,6767680
B005,Banco Wells Fargo Limited,111133,420 Banco Street,ES,458769
B006,XYZ Group Bank Company,4545464,50 Financial Road,FR,6767681
B007,Banco Wells Fargo Services,111133,420 Banco Street,ES,458770
B008,XYZ Group Bank,4545464,50 Financial Road,FR,6767682
B009,The Banco Wells Fargo,111133,420 Banco Street,ES,458771
B010,XYZ Group Bank Group,4545464,50 Financial Road,FR,6767683
B011,Banco Wells Fargo Holdings,111133,420 Banco Street,ES,458772
B012,XYZ Group Bank Partners,4545464,50 Financial Road,FR,6767684
B013,Banco Wells Fargo Capital,111133,420 Banco Street,ES,458773
B014,XYZ Group Bank Enterprises,4545464,50 Financial Road,FR,6767685
B015,Banco Wells Fargo Solutions,111133,420 Banco Street,ES,458774
B016,XYZ Group Bank LLC,4545464,50 Financial Road,FR,6767686
B017,Banco Wells Fargo Corporation,111133,420 Banco Street,ES,458775
B018,XYZ Group Bank Limited,4545464,50 Financial Road,FR,6767687
B019,Banco Wells Fargo Company,111133,420 Banco Street,ES,458776
B020,XYZ Group Bank Services,4545464,50 Financial Road,FR,6767688
